active,company_id,reconcile,code,id,child_consol_ids,tax_ids,currency_id,name,note,parent_id:id,currency_mode,user_type,type
VERDADERO,Demo Alfa,,110401000,alfa_333,,,,Productos Terminados,,alfa_332,current,Cash,other
VERDADERO,Demo Alfa,,1105*,alfa_334,,,,STOCK DE INSUMOS,,alfa_3,current,View,view
VERDADERO,Demo Alfa,,110501000,alfa_335,,,,Stock de Telas,,alfa_334,current,Cash,other
VERDADERO,Demo Alfa,,110502000,alfa_336,,,,Servicios Activados,,alfa_334,current,Cash,other
VERDADERO,Demo Alfa,,12*,alfa_337,,,,ACTIVO  NO CORRIENTE,,alfa_2,current,View,view
VERDADERO,Demo Alfa,,1201*,alfa_338,,,,INSTALACIONES,,alfa_337,current,View,view
VERDADERO,Demo Alfa,,120101000,alfa_339,,,,Instalaciones Cta,,alfa_338,current,Asset,other
VERDADERO,Demo Alfa,,1202*,alfa_340,,,,PARQUE INFORMATICO,,alfa_337,current,View,view
VERDADERO,Demo Alfa,,120201000,alfa_341,,,,Parque Informatico Cta,,alfa_340,current,Asset,other
VERDADERO,Demo Alfa,,1203*,alfa_342,,,,MUEBLES Y UTILES,,alfa_337,current,View,view
VERDADERO,Demo Alfa,,120301000,alfa_343,,,,Muebles y utiles Cta,,alfa_342,current,Asset,other
VERDADERO,Demo Alfa,,2*,alfa_344,,,,PASIVO,,alfa_1,current,View,view
VERDADERO,Demo Alfa,,21*,alfa_345,,,,PASIVO CORRIENTE,,alfa_344,current,View,view
VERDADERO,Demo Alfa,,2101*,alfa_346,,,,CUENTAS POR PAGAR,,alfa_345,current,View,view
VERDADERO,Demo Alfa,,210101*,alfa_347,,,,DEUDAS COMERCIALES,,alfa_346,current,View,view
VERDADERO,Demo Alfa,,210101001,alfa_348,,,,Proveedores Varios,,alfa_347,current,Payable,payable
VERDADERO,Demo Alfa,,210101002,alfa_349,,,,Anticipo de Clientes,,alfa_347,current,Payable,payable
VERDADERO,Demo Alfa,,2102*,alfa_350,,,,PRESTAMOS,,alfa_345,current,View,view
VERDADERO,Demo Alfa,,2103*,alfa_351,,,,REM. Y CARGAS SOC. A PAGAR,,alfa_345,current,View,view
VERDADERO,Demo Alfa,,210300001,alfa_352,,,,Sueldos y Jornales a Pagar,,alfa_351,current,Payable,payable
VERDADERO,Demo Alfa,,210300002,alfa_353,,,,Aportes y Contrib. a Pagar,,alfa_351,current,Payable,payable
VERDADERO,Demo Alfa,,210300003,alfa_354,,,,Otras Leyes Soc.a Pagar,,alfa_351,current,Payable,payable
VERDADERO,Demo Alfa,,210300004,alfa_355,,,,Sac a Pagar,,alfa_351,current,Payable,payable
VERDADERO,Demo Alfa,,2104*,alfa_356,,,,CARGAS FISCALES,,alfa_345,current,View,view
VERDADERO,Demo Alfa,,210401*,alfa_357,,,,AFIP,,alfa_356,current,View,view
VERDADERO,Demo Alfa,,210401001,alfa_358,,,,Iva Debito Fiscal Bs. y Ss.,,alfa_357,current,Payable,payable
VERDADERO,Demo Alfa,,210401002,alfa_359,,,,Ingresos Brutos a Pagar,,alfa_357,current,Payable,payable
VERDADERO,Demo Alfa,,210401003,alfa_360,,,,Ret. Gcias. a pagar,,alfa_357,current,Payable,payable
VERDADERO,Demo Alfa,,210401004,alfa_361,,,,IVA Saldo a Pagar,,alfa_357,current,Payable,payable
VERDADERO,Demo Alfa,,210402*,alfa_362,,,,MUNICIPALIDAD,,alfa_356,current,View,view
VERDADERO,Demo Alfa,,210402001,alfa_363,,,,Comerc. e Industria a Pagar,,alfa_362,current,Payable,payable
VERDADERO,Demo Alfa,,3*,alfa_364,,,,PATRIMONIO NETO,,alfa_1,current,View,view
VERDADERO,Demo Alfa,,310000000,alfa_365,,,,CAPITAL,,alfa_364,current,Equity,other
VERDADERO,Demo Alfa,,4*,alfa_366,,,,RESULTADOS,,alfa_1,current,View,view
VERDADERO,Demo Alfa,,41*,alfa_367,,,,INGRESOS,,alfa_366,current,View,view
VERDADERO,Demo Alfa,,4101*,alfa_368,,,,INGRESOS POR VENTAS,,alfa_367,current,View,view
VERDADERO,Demo Alfa,,410101000,alfa_369,,IVA-VENTAS,,Ventas Gravadas,,alfa_368,current,Income,other
VERDADERO,Demo Alfa,,4102*,alfa_370,,,,OTROS INGRESOS,,alfa_367,current,Receivable,view
VERDADERO,Demo Alfa,,410201000,alfa_371,,,,Intereses Ganados,,alfa_370,current,Income,other
VERDADERO,Demo Alfa,,410202000,alfa_372,,,,Otras Ganancias,,alfa_370,current,Income,other
VERDADERO,Demo Alfa,,42*,alfa_373,,,,EGRESOS,,alfa_366,current,View,view
VERDADERO,Demo Alfa,,4201*,alfa_374,,,,COSTO DE MERCADERIA VENDIDA,,alfa_373,current,View,view
VERDADERO,Demo Alfa,,420101000,alfa_375,,,,Costo de Mercaderia Vendida Cta,,alfa_374,current,Expense,other
VERDADERO,Demo Alfa,,4202*,alfa_376,,,,GASTOS DE PRODUCCION,,alfa_373,current,View,view
VERDADERO,Demo Alfa,,420201000,alfa_377,,,,Sueldos de Produccion,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420202000,alfa_378,,,,Cargas Sociales de Produccion,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420203000,alfa_379,,,,Gratificacion Extraordinaria,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420204000,alfa_380,,,,Horas Extras,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420205000,alfa_381,,,,Soiva y Foniva,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420206000,alfa_382,,,,Refrig y Comida de Produccion,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420207000,alfa_383,,,,Viaticos de prod y fletes int,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420208000,alfa_384,,,,Mobiliario para Produccion,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420209000,alfa_385,,,,Manten. de maquinas de coser,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420210000,alfa_386,,,,Capacitacion de Produccion,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420211000,alfa_387,,,,Discontinuos,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420212000,alfa_388,,,,Utileria,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420213000,alfa_389,,,,Fletes de Materia Prima,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420214000,alfa_390,,,,ImprentaLibreria,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420215000,alfa_391,,,,Insumos Avios,,alfa_376,current,Payable,payable
VERDADERO,Demo Alfa,,420216000,alfa_392,,,,Insumos varios para diseno,,alfa_376,current,Payable,payable
